carriers,nodes,techs,timesteps,carrier_prod
power,CSTR,HFO_pp,2015-01-02 23:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 00:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 01:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 02:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 03:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 04:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 05:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 06:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 07:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 08:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 09:00:00,228.4654390567157
power,CSTR,HFO_pp,2015-01-03 10:00:00,2631.862178972733
power,CSTR,HFO_pp,2015-01-03 11:00:00,813.7037891295913
power,CSTR,HFO_pp,2015-01-03 12:00:00,14170.407297541271
power,CSTR,HFO_pp,2015-01-03 13:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 14:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 15:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 16:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 17:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 18:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 19:00:00,141056.99717845293
power,CSTR,HFO_pp,2015-01-03 20:00:00,141703.02949964133
power,CSTR,HFO_pp,2015-01-03 21:00:00,82579.83506273557
power,CSTR,HFO_pp,2015-01-03 22:00:00,0.0
power,CSTR,HFO_pp,2015-01-03 23:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 00:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 01:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 02:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 03:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 04:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 05:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 06:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 07:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 08:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 09:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 10:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 11:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 12:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 13:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 14:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 15:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 16:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 17:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 18:00:00,60215.24384344416
power,CSTR,hvdc_132:MTKR,2015-01-01 19:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-01 20:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-01 21:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 22:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-01 23:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 00:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 01:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 02:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 03:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 04:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 05:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 06:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 07:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 08:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 09:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 10:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 11:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 12:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 13:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 14:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 15:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 16:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 17:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 18:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-02 19:00:00,54131.852851070376
power,CSTR,hvdc_132:MTKR,2015-01-02 20:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-02 21:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-02 22:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-02 23:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 00:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 01:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 02:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 03:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 04:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 05:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 06:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 07:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 08:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 09:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 10:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 11:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 12:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 13:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 14:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 15:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 16:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 17:00:00,0.0
power,CSTR,hvdc_132:MTKR,2015-01-03 18:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 19:00:00,58648.002821547074
power,CSTR,hvdc_132:MTKR,2015-01-03 20:00:00,61031.97050035866
power,CSTR,hvdc_132:MTKR,2015-01-03 21:00:00,79849.92831318695
power,CSTR,hvdc_132:MTKR,2015-01-03 22:00:00,71200.24384344416
power,CSTR,hvdc_132:MTKR,2015-01-03 23:00:00,53085.24384344416
power,CSTR,hvdc_132:NBOR,2015-01-01 00:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 01:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 02:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 03:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 04:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 05:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 06:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 07:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 08:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 09:00:00,94374.3215769935
power,CSTR,hvdc_132:NBOR,2015-01-01 10:00:00,92123.61422521956
power,CSTR,hvdc_132:NBOR,2015-01-01 11:00:00,90853.93817780081
power,CSTR,hvdc_132:NBOR,2015-01-01 12:00:00,93436.31383006342
power,CSTR,hvdc_132:NBOR,2015-01-01 13:00:00,94175.71446248321
power,CSTR,hvdc_132:NBOR,2015-01-01 14:00:00,104307.97122152298
power,CSTR,hvdc_132:NBOR,2015-01-01 15:00:00,113189.91493701056
power,CSTR,hvdc_132:NBOR,2015-01-01 16:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 17:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 18:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 19:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 20:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 21:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 22:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-01 23:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 00:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 01:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 02:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 03:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 04:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 05:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 06:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 07:00:00,46053.90874156765
power,CSTR,hvdc_132:NBOR,2015-01-02 08:00:00,73905.7930104438
power,CSTR,hvdc_132:NBOR,2015-01-02 09:00:00,85774.85878125324
power,CSTR,hvdc_132:NBOR,2015-01-02 10:00:00,93000.39870222201
power,CSTR,hvdc_132:NBOR,2015-01-02 11:00:00,91770.67411722094
power,CSTR,hvdc_132:NBOR,2015-01-02 12:00:00,91550.61467060952
power,CSTR,hvdc_132:NBOR,2015-01-02 13:00:00,90521.92138996367
power,CSTR,hvdc_132:NBOR,2015-01-02 14:00:00,88477.41277335012
power,CSTR,hvdc_132:NBOR,2015-01-02 15:00:00,92039.41593544913
power,CSTR,hvdc_132:NBOR,2015-01-02 16:00:00,94843.81656786893
power,CSTR,hvdc_132:NBOR,2015-01-02 17:00:00,88975.67411722094
power,CSTR,hvdc_132:NBOR,2015-01-02 18:00:00,98150.50508624979
power,CSTR,hvdc_132:NBOR,2015-01-02 19:00:00,0.0
power,CSTR,hvdc_132:NBOR,2015-01-02 20:00:00,21035.04192078288
power,CSTR,hvdc_132:NBOR,2015-01-02 21:00:00,48974.99878832812
power,CSTR,hvdc_132:NBOR,2015-01-02 22:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-02 23:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 00:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 01:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 02:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 03:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 04:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 05:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 06:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 07:00:00,81074.515733225
power,CSTR,hvdc_132:NBOR,2015-01-03 08:00:00,70233.74076148198
power,CSTR,hvdc_132:NBOR,2015-01-03 09:00:00,95081.60624775634
power,CSTR,hvdc_132:NBOR,2015-01-03 10:00:00,99243.20950784032
power,CSTR,hvdc_132:NBOR,2015-01-03 11:00:00,100101.36789768346
power,CSTR,hvdc_132:NBOR,2015-01-03 12:00:00,86444.66438927178
power,CSTR,hvdc_132:NBOR,2015-01-03 13:00:00,81558.29794518866
power,CSTR,hvdc_132:NBOR,2015-01-03 14:00:00,70034.78191265714
power,CSTR,hvdc_132:NBOR,2015-01-03 15:00:00,101229.07291693168
power,CSTR,hvdc_132:NBOR,2015-01-03 16:00:00,99486.62687951776
power,CSTR,hvdc_132:NBOR,2015-01-03 17:00:00,98079.18087161463
power,CSTR,hvdc_132:NBOR,2015-01-03 18:00:00,84330.7669665849
power,CSTR,hvdc_132:NBOR,2015-01-03 19:00:00,0.0
power,CSTR,hvdc_132:NBOR,2015-01-03 20:00:00,0.0
power,CSTR,hvdc_132:NBOR,2015-01-03 21:00:00,31715.23662407749
power,CSTR,hvdc_132:NBOR,2015-01-03 22:00:00,116464.75615655584
power,CSTR,hvdc_132:NBOR,2015-01-03 23:00:00,116464.75615655584
power,CSTR,hvdc_220:MTKR,2015-01-01 00:00:00,60505.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 01:00:00,65155.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 02:00:00,62295.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 03:00:00,57780.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 04:00:00,53080.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 05:00:00,51045.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 06:00:00,44170.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 07:00:00,41150.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 08:00:00,53260.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 09:00:00,79285.6784230065
power,CSTR,hvdc_220:MTKR,2015-01-01 10:00:00,78941.38577478044
power,CSTR,hvdc_220:MTKR,2015-01-01 11:00:00,78056.06182219919
power,CSTR,hvdc_220:MTKR,2015-01-01 12:00:00,71563.68616993658
power,CSTR,hvdc_220:MTKR,2015-01-01 13:00:00,70924.28553751679
power,CSTR,hvdc_220:MTKR,2015-01-01 14:00:00,60202.028778477026
power,CSTR,hvdc_220:MTKR,2015-01-01 15:00:00,54890.08506298945
power,CSTR,hvdc_220:MTKR,2015-01-01 16:00:00,49370.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 17:00:00,45160.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 18:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-01 19:00:00,6085.315530257212
power,CSTR,hvdc_220:MTKR,2015-01-01 20:00:00,9180.315530257212
power,CSTR,hvdc_220:MTKR,2015-01-01 21:00:00,84110.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 22:00:00,62410.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-01 23:00:00,40195.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 00:00:00,43800.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 01:00:00,46415.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 02:00:00,45675.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 03:00:00,38560.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 04:00:00,37825.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 05:00:00,33010.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 06:00:00,30400.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-02 07:00:00,110931.09125843235
power,CSTR,hvdc_220:MTKR,2015-01-02 08:00:00,103504.2069895562
power,CSTR,hvdc_220:MTKR,2015-01-02 09:00:00,99225.14121874676
power,CSTR,hvdc_220:MTKR,2015-01-02 10:00:00,97749.60129777799
power,CSTR,hvdc_220:MTKR,2015-01-02 11:00:00,99274.32588277906
power,CSTR,hvdc_220:MTKR,2015-01-02 12:00:00,97159.38532939048
power,CSTR,hvdc_220:MTKR,2015-01-02 13:00:00,98143.07861003633
power,CSTR,hvdc_220:MTKR,2015-01-02 14:00:00,99077.58722664988
power,CSTR,hvdc_220:MTKR,2015-01-02 15:00:00,95880.58406455087
power,CSTR,hvdc_220:MTKR,2015-01-02 16:00:00,95241.18343213107
power,CSTR,hvdc_220:MTKR,2015-01-02 17:00:00,99274.32588277906
power,CSTR,hvdc_220:MTKR,2015-01-02 18:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-02 19:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-02 20:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-02 21:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-02 22:00:00,85195.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-02 23:00:00,71550.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-03 00:00:00,43515.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-03 01:00:00,36585.24384344416
power,CSTR,hvdc_220:MTKR,2015-01-03 02:00:00,30735.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-03 03:00:00,30355.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-03 04:00:00,28525.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-03 05:00:00,29860.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-03 06:00:00,22245.243843444157
power,CSTR,hvdc_220:MTKR,2015-01-03 07:00:00,69645.484266775
power,CSTR,hvdc_220:MTKR,2015-01-03 08:00:00,16026.330925331065
power,CSTR,hvdc_220:MTKR,2015-01-03 09:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 10:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 11:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 12:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 13:00:00,12681.773741624385
power,CSTR,hvdc_220:MTKR,2015-01-03 14:00:00,89870.21808734286
power,CSTR,hvdc_220:MTKR,2015-01-03 15:00:00,66300.92708306832
power,CSTR,hvdc_220:MTKR,2015-01-03 16:00:00,66153.37312048224
power,CSTR,hvdc_220:MTKR,2015-01-03 17:00:00,66005.81912838537
power,CSTR,hvdc_220:MTKR,2015-01-03 18:00:00,8849.304720228158
power,CSTR,hvdc_220:MTKR,2015-01-03 19:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 20:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 21:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 22:00:00,0.0
power,CSTR,hvdc_220:MTKR,2015-01-03 23:00:00,0.0
power,MTKR,L_hydro_pp,2015-01-01 00:00:00,92620.0
power,MTKR,L_hydro_pp,2015-01-01 01:00:00,81610.0
power,MTKR,L_hydro_pp,2015-01-01 02:00:00,75600.0
power,MTKR,L_hydro_pp,2015-01-01 03:00:00,74600.0
power,MTKR,L_hydro_pp,2015-01-01 04:00:00,76600.0
power,MTKR,L_hydro_pp,2015-01-01 05:00:00,74600.0
power,MTKR,L_hydro_pp,2015-01-01 06:00:00,90600.0
power,MTKR,L_hydro_pp,2015-01-01 07:00:00,92120.0
power,MTKR,L_hydro_pp,2015-01-01 08:00:00,121120.0
power,MTKR,L_hydro_pp,2015-01-01 09:00:00,160120.0
power,MTKR,L_hydro_pp,2015-01-01 10:00:00,164120.0
power,MTKR,L_hydro_pp,2015-01-01 11:00:00,160480.0
power,MTKR,L_hydro_pp,2015-01-01 12:00:00,153480.0
power,MTKR,L_hydro_pp,2015-01-01 13:00:00,152640.0
power,MTKR,L_hydro_pp,2015-01-01 14:00:00,139640.0
power,MTKR,L_hydro_pp,2015-01-01 15:00:00,131640.0
power,MTKR,L_hydro_pp,2015-01-01 16:00:00,101640.0
power,MTKR,L_hydro_pp,2015-01-01 17:00:00,78570.0
power,MTKR,L_hydro_pp,2015-01-01 18:00:00,100500.0
power,MTKR,L_hydro_pp,2015-01-01 19:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-01 20:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-01 21:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-01 22:00:00,122700.0
power,MTKR,L_hydro_pp,2015-01-01 23:00:00,78640.0
power,MTKR,L_hydro_pp,2015-01-02 00:00:00,54861.657237988235
power,MTKR,L_hydro_pp,2015-01-02 01:00:00,35947.90449858034
power,MTKR,L_hydro_pp,2015-01-02 02:00:00,22934.066821469794
power,MTKR,L_hydro_pp,2015-01-02 03:00:00,0.0
power,MTKR,L_hydro_pp,2015-01-02 04:00:00,0.0
power,MTKR,L_hydro_pp,2015-01-02 05:00:00,21942.303121845383
power,MTKR,L_hydro_pp,2015-01-02 06:00:00,90202.89174556643
power,MTKR,L_hydro_pp,2015-01-02 07:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 08:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 09:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 10:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 11:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 12:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 13:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 14:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 15:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 16:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 17:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 18:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 19:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 20:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 21:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 22:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-02 23:00:00,107600.0
power,MTKR,L_hydro_pp,2015-01-03 00:00:00,76480.0
power,MTKR,L_hydro_pp,2015-01-03 01:00:00,80480.0
power,MTKR,L_hydro_pp,2015-01-03 02:00:00,74100.5025592773
power,MTKR,L_hydro_pp,2015-01-03 03:00:00,73480.0
power,MTKR,L_hydro_pp,2015-01-03 04:00:00,73635.82737854912
power,MTKR,L_hydro_pp,2015-01-03 05:00:00,78480.0
power,MTKR,L_hydro_pp,2015-01-03 06:00:00,75640.0
power,MTKR,L_hydro_pp,2015-01-03 07:00:00,148640.0
power,MTKR,L_hydro_pp,2015-01-03 08:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-03 09:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-03 10:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-03 11:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-03 12:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-03 13:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-03 14:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-03 15:00:00,160640.0
power,MTKR,L_hydro_pp,2015-01-03 16:00:00,155640.0
power,MTKR,L_hydro_pp,2015-01-03 17:00:00,154740.0
power,MTKR,L_hydro_pp,2015-01-03 18:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-03 19:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-03 20:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-03 21:00:00,185000.0
power,MTKR,L_hydro_pp,2015-01-03 22:00:00,162940.0
power,MTKR,L_hydro_pp,2015-01-03 23:00:00,79920.0
power,MTKR,S_hydro_pp,2015-01-01 00:00:00,8268.208333
power,MTKR,S_hydro_pp,2015-01-01 01:00:00,8266.208333
power,MTKR,S_hydro_pp,2015-01-01 02:00:00,8270.208333
power,MTKR,S_hydro_pp,2015-01-01 03:00:00,8269.208333
power,MTKR,S_hydro_pp,2015-01-01 04:00:00,8272.208333
power,MTKR,S_hydro_pp,2015-01-01 05:00:00,8271.208333
power,MTKR,S_hydro_pp,2015-01-01 06:00:00,8259.208333
power,MTKR,S_hydro_pp,2015-01-01 07:00:00,8258.208333
power,MTKR,S_hydro_pp,2015-01-01 08:00:00,8257.208333
power,MTKR,S_hydro_pp,2015-01-01 09:00:00,8257.208333
power,MTKR,S_hydro_pp,2015-01-01 10:00:00,8257.208333
power,MTKR,S_hydro_pp,2015-01-01 11:00:00,8253.208333
power,MTKR,S_hydro_pp,2015-01-01 12:00:00,8297.208333
power,MTKR,S_hydro_pp,2015-01-01 13:00:00,8297.208333
power,MTKR,S_hydro_pp,2015-01-01 14:00:00,8297.208333
power,MTKR,S_hydro_pp,2015-01-01 15:00:00,8296.208333
power,MTKR,S_hydro_pp,2015-01-01 16:00:00,8295.208333
power,MTKR,S_hydro_pp,2015-01-01 17:00:00,8293.208333
power,MTKR,S_hydro_pp,2015-01-01 18:00:00,8293.208333
power,MTKR,S_hydro_pp,2015-01-01 19:00:00,8265.208333
power,MTKR,S_hydro_pp,2015-01-01 20:00:00,8267.208333
power,MTKR,S_hydro_pp,2015-01-01 21:00:00,8267.208333
power,MTKR,S_hydro_pp,2015-01-01 22:00:00,8267.208333
power,MTKR,S_hydro_pp,2015-01-01 23:00:00,8267.208333
